1,0,3,5,6,9,10,0
1,0,2,9,10,0,,
1,0,4,10,0,,,
1,0,9,10,0,,,
1,0,4,9,10,,,
1,0,6,8,10,,,
1,0,9,0,,,,
1,0,5,10,0,,,
1,0,9,0,,,,
2,0,9,0,,,,
2,0,4,10,0,,,
2,0,7,10,0,,,
2,0,8,10,0,,,
2,0,3,6,9,,,
2,0,5,10,0,,,
2,0,7,9,0,,,
2,0,6,10,0,,,
2,0,3,7,9,,,
2,0,7,10,0,,,
3,0,4,8,10,0,,
3,0,3,9,0,,,
3,0,6,9,0,,,
3,0,8,10,0,,,
3,0,9,0,0,,,
3,0,3,7,9,,,
3,0,4,8,10,0,,
3,0,4,9,0,,,
3,0,7,10,0,,,
3,0,8,10,0,,,
4,0,3,9,0,,,
4,0,5,9,0,,,
4,0,7,10,0,,,
4,0,5,10,0,,,
4,0,7,10,0,,,
4,0,8,10,0,,,
4,0,8,10,0,,,
4,0,4,7,10,,,
4,0,8,10,0,,,
5,0,6,10,0,,,
5,0,7,10,0,,,
5,0,8,10,0,,,
5,0,8,10,0,,,
5,0,6,10,0,,,
5,0,8,10,0,,,
5,0,5,10,0,,,
5,0,7,10,0,,,
5,0,5,10,0,,,
6,0,5,9,0,,,
6,0,4,10,0,,,
6,0,7,10,0,,,
6,0,8,0,,,,
6,0,5,10,0,,,
6,0,5,10,0,,,
6,0,7,10,0,,,
6,0,9,0,0,,,
6,0,6,9,0,,,
7,0,6,10,0,,,
7,0,5,0,,,,
7,0,8,0,,,,
7,0,6,0,,,,
7,0,8,0,,,,
7,0,8,0,,,,
